"Mon Feb 14 03:55:42 -0500 2011",-6.25125,106.976
"Mon Feb 14 03:56:15 -0500 2011",36.1112,-115.173
"Mon Feb 14 03:56:43 -0500 2011",41.2793,-81.793
"Mon Feb 14 03:56:48 -0500 2011",37.7258,-121.927
"Mon Feb 14 03:57:02 -0500 2011",41.7396,-87.6084
"Mon Feb 14 03:58:09 -0500 2011",26.301,-80.1892
"Mon Feb 14 03:58:41 -0500 2011",25.5668,-80.3605
"Mon Feb 14 03:58:47 -0500 2011",37.7258,-121.927
"Mon Feb 14 03:58:51 -0500 2011",29.7268,-95.3638
"Mon Feb 14 03:59:03 -0500 2011",33.3932,-111.857
"Mon Feb 14 03:59:08 -0500 2011",43.1893,-77.5962
"Mon Feb 14 03:59:58 -0500 2011",34.0961,-118.364
"Mon Feb 14 04:00:15 -0500 2011",-6.12854,106.846
"Mon Feb 14 04:00:36 -0500 2011",33.4625,-112.203
"Mon Feb 14 04:02:16 -0500 2011",40.698,-73.9014
"Mon Feb 14 04:03:03 -0500 2011",-6.18249,106.869
"Mon Feb 14 04:05:22 -0500 2011",10.6679,-71.623
"Mon Feb 14 04:06:09 -0500 2011",26.0073,-80.419
"Mon Feb 14 04:07:48 -0500 2011",40.6117,-111.866
"Mon Feb 14 04:10:19 -0500 2011",38.9821,-77.5031
"Mon Feb 14 04:11:13 -0500 2011",36.8214,-119.66
"Mon Feb 14 04:11:53 -0500 2011",42.6798,-89.028
"Mon Feb 14 04:12:13 -0500 2011",33.4855,-84.6515
"Mon Feb 14 04:12:13 -0500 2011",33.4855,-84.6515
"Mon Feb 14 04:12:42 -0500 2011",19.3412,-99.1984
"Mon Feb 14 04:13:21 -0500 2011",43.0533,-77.6511
"Mon Feb 14 04:14:28 -0500 2011",-6.91718,107.609
"Mon Feb 14 04:14:46 -0500 2011",-30.0219,-51.227
"Mon Feb 14 04:16:03 -0500 2011",38.9929,-94.6235
"Mon Feb 14 04:16:13 -0500 2011",33.8704,-118.155
"Mon Feb 14 04:16:25 -0500 2011",34.692,-86.6258
"Mon Feb 14 04:16:38 -0500 2011",33.5014,-88.3757
"Mon Feb 14 04:17:08 -0500 2011",-15.6427,-55.9745
"Mon Feb 14 04:17:23 -0500 2011",-34.5483,-58.5163
"Mon Feb 14 04:18:16 -0500 2011",-24.0418,-52.3794
"Mon Feb 14 04:18:17 -0500 2011",33.8702,-118.155
"Mon Feb 14 04:18:16 -0500 2011",-24.0418,-52.3794
"Mon Feb 14 04:18:45 -0500 2011",39.7346,-75.0596
"Mon Feb 14 04:18:54 -0500 2011",-8.07168,111.889
"Mon Feb 14 04:18:59 -0500 2011",35.8415,-101.967
"Mon Feb 14 04:19:39 -0500 2011",39.7366,-75.04
"Mon Feb 14 04:19:43 -0500 2011",42.263,-71.1528
"Mon Feb 14 04:21:03 -0500 2011",37.6401,-120.769
"Mon Feb 14 04:21:22 -0500 2011",37.6401,-120.769
"Mon Feb 14 04:22:06 -0500 2011",38.656,-121.496
"Mon Feb 14 04:23:08 -0500 2011",-25.4309,-49.2974
"Mon Feb 14 04:23:14 -0500 2011",35.5487,-77.4061
"Mon Feb 14 04:23:32 -0500 2011",37.7975,-121.922
"Mon Feb 14 04:23:37 -0500 2011",42.646,-71.165
"Mon Feb 14 04:23:37 -0500 2011",42.646,-71.165
"Mon Feb 14 04:23:43 -0500 2011",47.1281,-122.53
"Mon Feb 14 04:23:57 -0500 2011",32.6006,-117.062
"Mon Feb 14 04:24:14 -0500 2011",39.9006,-86.2063
"Mon Feb 14 04:24:18 -0500 2011",19.4857,-99.1067
"Mon Feb 14 04:24:37 -0500 2011",38.6701,-121.34
"Mon Feb 14 04:25:02 -0500 2011",47.2605,-122.328
"Mon Feb 14 04:25:04 -0500 2011",4.69276,-74.0799
"Mon Feb 14 04:25:06 -0500 2011",34.1556,-118.136
"Mon Feb 14 04:25:10 -0500 2011",33.8508,-84.3739
"Mon Feb 14 04:25:10 -0500 2011",38.7613,-76.8662
"Mon Feb 14 04:25:30 -0500 2011",-6.30453,106.969
"Mon Feb 14 04:25:40 -0500 2011",25.6538,-100.197
"Mon Feb 14 04:25:59 -0500 2011",33.87,-118.155
"Mon Feb 14 04:26:20 -0500 2011",45.5235,-122.889
"Mon Feb 14 04:26:39 -0500 2011",34.2501,-118.522
"Mon Feb 14 04:26:46 -0500 2011",34.0261,-118.282
"Mon Feb 14 04:26:50 -0500 2011",28.6152,-81.2935
"Mon Feb 14 04:26:55 -0500 2011",40.2071,-85.4197
"Mon Feb 14 04:27:12 -0500 2011",36.1043,-79.5028
"Mon Feb 14 04:27:22 -0500 2011",47.6947,-122.344
"Mon Feb 14 04:27:28 -0500 2011",-5.15007,119.467
